transform,method,THType,bestTH,Time,PSNR,SSIM
None,None,None,None,0.0,13.693161546834704,0.14787603100416472
DWT,VisuShrink,Hard,Individual,0.001359754,15.60463988036743,0.13819369383910446
DWT,VisuShrink,Hard,Average,0.00127762,15.6389238392112,0.137453583890076
DWT,VisuShrink,Hard,Median,0.002027316,15.642898024176924,0.137540389630209
DWT,RelErrorShrink,Hard,Individual,0.001390278,16.156623135312806,0.15926383117386592
DWT,RelErrorShrink,Hard,Average,0.001596394,16.28937393442365,0.16515053966842633
DWT,RelErrorShrink,Hard,Median,0.0012991,16.272695423824757,0.16535639016493192
WPT-L4,VisuShrink,Hard,Individual,0.003133666,15.803207266756333,0.12306065617106796
WPT-L4,VisuShrink,Hard,Average,0.003600817999999999,16.094438977083776,0.12730032303249803
WPT-L4,VisuShrink,Hard,Median,0.003600756,16.142027832560363,0.1287345079667392
WPT-L4,RelErrorShrink,Hard,Individual,0.0029443279999999995,15.70980972300295,0.1437509445453196
WPT-L4,RelErrorShrink,Hard,Average,0.0027595180000000003,15.579347515991108,0.14419254030541975
WPT-L4,RelErrorShrink,Hard,Median,0.003159353999999999,15.675098777445456,0.14406724799108508
WPT-L8,VisuShrink,Hard,Individual,0.009587560000000005,14.649538946128143,0.1277056329680405
WPT-L8,VisuShrink,Hard,Average,0.009699664000000002,15.839785835922525,0.10677689955540828
WPT-L8,VisuShrink,Hard,Median,0.009766422,15.914585954309857,0.11988695934136634
WPT-L8,RelErrorShrink,Hard,Individual,0.010135539999999997,15.817700463004103,0.12166824771667145
WPT-L8,RelErrorShrink,Hard,Average,0.010332149999999998,15.90732646960503,0.12623798946297918
WPT-L8,RelErrorShrink,Hard,Median,0.011033176000000002,15.890245840939686,0.12722375872732197
WPT-BT,VisuShrink,Hard,Individual,0.006691562,15.003587325864096,0.13184250068072875
WPT-BT,VisuShrink,Hard,Average,0.0067321920000000006,15.857469470453616,0.12715492203607387
WPT-BT,VisuShrink,Hard,Median,0.007404776000000001,15.579723828538949,0.13235405182451887
WPT-BT,RelErrorShrink,Hard,Individual,0.007197873999999998,15.806111912352588,0.1252545424507468
WPT-BT,RelErrorShrink,Hard,Average,0.006932772000000001,15.854095549370355,0.12761674539476353
WPT-BT,RelErrorShrink,Hard,Median,0.008286961999999998,15.84210768885655,0.12780532382616394
JBB,VisuShrink,Hard,Individual,0.007880541999999999,14.911499993119076,0.12335827985928503
JBB,VisuShrink,Hard,Average,0.008040903999999998,15.901129274126907,0.11029963947430968
JBB,VisuShrink,Hard,Median,0.007755602000000001,15.921889038146038,0.11873004560615855
JBB,RelErrorShrink,Hard,Individual,0.00787915,15.863016183059454,0.12373606661205368
JBB,RelErrorShrink,Hard,Average,0.007921648000000002,15.946875736807298,0.1281068801630708
JBB,RelErrorShrink,Hard,Median,0.008450816,15.925309962602917,0.1289536504620814
LSDB,VisuShrink,Hard,Individual,0.007680818000000003,14.860826152476747,0.12431533610001921
LSDB,VisuShrink,Hard,Average,0.008073045999999999,15.875169433330312,0.10949494701963976
LSDB,VisuShrink,Hard,Median,0.008770033999999996,15.924617473666455,0.11879057797453886
LSDB,RelErrorShrink,Hard,Individual,0.008309198000000002,15.850977844409629,0.12343215075193305
LSDB,RelErrorShrink,Hard,Average,0.008482227999999998,15.93367156833819,0.12758930207398675
LSDB,RelErrorShrink,Hard,Median,0.007923787999999998,15.908971080732394,0.1286897837330797
ACWT,VisuShrink,Hard,Individual,0.004081626,15.719864843059195,0.139276570451334
ACWT,VisuShrink,Hard,Average,0.003785737999999999,15.737064775059757,0.13744141077022565
ACWT,VisuShrink,Hard,Median,0.0048159879999999985,15.746289760155186,0.13726607484207085
ACWT,RelErrorShrink,Hard,Individual,0.003892881999999999,12.010742236455355,0.38632396374143285
ACWT,RelErrorShrink,Hard,Average,0.0037135740000000007,12.05728508198542,0.35970899067476275
ACWT,RelErrorShrink,Hard,Median,0.004046574,12.063599706596163,0.358158168638179
