transform,method,THType,bestTH,Time,PSNR,SSIM
ACLSDB,VisuShrink,Hard,Individual,0.15047153800000002,16.549119543029637,0.2019298683964025
ACLSDB,VisuShrink,Hard,Average,0.15325818800000002,16.773609268528272,0.19851352668637323
ACLSDB,VisuShrink,Hard,Median,0.151951694,17.021190716447304,0.21031422429910665
ACLSDB,RelErrorShrink,Hard,Individual,0.15216628000000001,17.122301016161664,0.2140441034861878
ACLSDB,RelErrorShrink,Hard,Average,0.15349620600000005,17.15991367921542,0.21685780257129608
ACLSDB,RelErrorShrink,Hard,Median,0.15625615399999998,17.20514464637875,0.21904179513104385
SDWT,VisuShrink,Hard,Individual,0.018784924,20.09512334088361,0.32310446679257526
SDWT,VisuShrink,Hard,Average,0.018501508000000003,20.148311107245753,0.3244424095471057
SDWT,VisuShrink,Hard,Median,0.018011347999999996,20.154467972082475,0.32460164121269125
SDWT,RelErrorShrink,Hard,Individual,0.018264302,13.159548687615043,0.13691126760932326
SDWT,RelErrorShrink,Hard,Average,0.019206561999999996,13.269652763339707,0.14233369129185425
SDWT,RelErrorShrink,Hard,Median,0.019323213999999995,13.283519742957058,0.14280531430884916
SWPT-L4,VisuShrink,Hard,Individual,0.13984621800000002,19.862126378341483,0.3276015357848035
SWPT-L4,VisuShrink,Hard,Average,0.15919342400000003,19.931407446309347,0.3310680790882606
SWPT-L4,VisuShrink,Hard,Median,0.17309485999999996,19.965439210771486,0.33137156985729777
SWPT-L4,RelErrorShrink,Hard,Individual,0.17783584200000002,20.178435381221078,0.3067613571251415
SWPT-L4,RelErrorShrink,Hard,Average,0.17510702199999997,20.16903960715549,0.3059637370228915
SWPT-L4,RelErrorShrink,Hard,Median,0.15072392599999998,20.153403499167094,0.30564516472977843
SWPT-L8,VisuShrink,Hard,Individual,1.0040464299999998,17.19858197031915,0.22707830193563594
SWPT-L8,VisuShrink,Hard,Average,0.9933305279999998,17.130037344862682,0.22310658549391274
SWPT-L8,VisuShrink,Hard,Median,0.9775865879999999,17.52005545848523,0.23548981023664597
SWPT-L8,RelErrorShrink,Hard,Individual,0.972362686,18.86557918443785,0.2786436902830399
SWPT-L8,RelErrorShrink,Hard,Average,0.9708037360000001,18.923717385707313,0.2799558819757674
SWPT-L8,RelErrorShrink,Hard,Median,0.9722413839999996,18.916893518594204,0.2800481726645077
SWPT-BT,VisuShrink,Hard,Individual,0.29718044000000005,20.085274560060462,0.3279392369211974
SWPT-BT,VisuShrink,Hard,Average,0.29753078999999993,20.41621912915102,0.33907484772926877
SWPT-BT,VisuShrink,Hard,Median,0.29361803,20.621201564215486,0.3346644245777584
SWPT-BT,RelErrorShrink,Hard,Individual,0.28701029599999994,19.282778270435646,0.2863800689221028
SWPT-BT,RelErrorShrink,Hard,Average,0.292875684,20.049856246610897,0.300707575941713
SWPT-BT,RelErrorShrink,Hard,Median,0.292748216,19.48308267191238,0.2914640367210308
SJBB,VisuShrink,Hard,Individual,0.663775258,17.589033414383973,0.23970596088348803
SJBB,VisuShrink,Hard,Average,0.663141612,17.517639892124432,0.23605846679278336
SJBB,VisuShrink,Hard,Median,0.651907698,17.80652579565502,0.24489280391221332
SJBB,RelErrorShrink,Hard,Individual,0.6521150040000001,19.154825697491255,0.2853937003819419
SJBB,RelErrorShrink,Hard,Average,0.6465944960000002,19.22352846605167,0.28680869430728895
SJBB,RelErrorShrink,Hard,Median,0.6473258300000001,19.22303185106628,0.286898483109544
SLSDB,VisuShrink,Hard,Individual,0.5628760020000001,18.447497426210163,0.26678293092414257
SLSDB,VisuShrink,Hard,Average,0.5764388020000001,18.337078342772312,0.24447488120145572
SLSDB,VisuShrink,Hard,Median,0.5624612619999998,18.52633859095209,0.24773467026361515
SLSDB,RelErrorShrink,Hard,Individual,0.557224986,19.65448464076265,0.28278245119254397
SLSDB,RelErrorShrink,Hard,Average,0.5730757199999998,19.734332034994292,0.28432336692546956
SLSDB,RelErrorShrink,Hard,Median,0.5742931520000001,19.72899816146254,0.2844185892622103
